delay,freq,condition,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,textbox.text,button.numClicks,button.timesOn,button.timesOff,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,fixation_2.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,beep.started,sound_1.started,sound_1.stopped,beep.stopped,response.started,text.started,textbox.started,button.started,response.stopped,trials.textbox.text,trials.button.numClicks,trials.button.timesOn,trials.button.timesOff,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart
0.4,1000,exp,55,7,4,space,0.4727161,None,500,1,[4.035266999853775],[4.035280799958855],4,7,55,4,309.5851713,,309.5691058,309.5851713,310.5683285,310.5683285,310.5851197,311.0525467,space,0.4727161,None,311.0533731,0.4148629,0.7158026,311.7810761,311.7825719,311.8008228,311.8008228,311.8008228,315.8364753,500,1,[4.035266999853775],[4.035280799958855],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,56,8,4,space,0.2890726,None,300,1,[2.6181361998897046],[2.618144999956712],4,8,56,3,315.8524338,,315.8368122,315.8524338,316.8516458,316.8516458,316.8516458,317.1526613,space,0.2890726,None,317.1535754,0.0991275,0.3992365,317.5714652,317.5724794,317.600748,317.600748,317.600748,320.2191971,300,1,[2.6181361998897046],[2.618144999956712],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,57,9,4,space,14.4124323,None,300,1,[3.301733900094405],[3.301743100164458],4,9,57,11,320.2345687,,320.2194319,320.2345687,321.2180445,321.2180445,321.2348661,335.6357357,space,14.4124323,None,335.6370959,0.6991515,1.0002511,336.6496716,336.651556,336.6661449,336.6661449,336.6661449,339.9681525,300,1,[3.301733900094405],[3.301743100164458],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,58,10,4,space,0.3992326,None,200,1,[2.3186132998671383],[2.3186242999508977],4,10,58,9,339.9842012,,339.9683808,339.9842012,340.9671006,340.9671006,340.9841409,341.3687171,space,0.3992326,None,341.369727,0.0991647,0.3990925,341.7794138,341.7807227,341.8001419,341.8001419,341.8001419,344.1191236,200,1,[2.3186132998671383],[2.3186242999508977],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,59,11,4,space,0.3895972,None,600,1,[2.5509429001249373],[2.5509512000717223],4,11,59,5,344.1345743,,344.119371,344.1345743,345.1179229,345.1179229,345.1342456,345.518606,space,0.3895972,None,345.5195825,0.6993469,0.9993719,346.5298469,346.5312275,346.5503646,346.5503646,346.5503646,349.1015894,600,1,[2.5509429001249373],[2.5509512000717223],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,60,0,5,space,0.4416302,None,200,1,[2.268097300082445],[2.268106000032276],5,0,60,6,349.1175462,,349.1018171,349.1175462,350.1011886,350.1011886,350.1172558,350.5523302,space,0.4416302,None,350.553225,0.099472,0.399035,350.9715626,350.9728121,351.0005609,351.0005609,351.0005609,353.2689788,200,1,[2.268097300082445],[2.268106000032276],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,61,1,5,space,0.4792844,None,200,1,[2.3690477998461574],[2.3690603999421],5,1,61,9,353.2846224,,353.2692136,353.2846224,354.2677325,354.2677325,354.2847618,354.7521475,space,0.4792844,None,354.7530534,0.1001606,0.3994042,355.1689932,355.1699218,355.1824483,355.1824483,355.1824483,357.5518333,200,1,[2.3690477998461574],[2.3690603999421],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,62,2,5,space,0.2563249,None,500,1,[2.700914300046861],[2.7009195999708027],5,2,62,4,357.5674669,,357.5521746,357.5674669,358.551312,358.551312,358.5679066,358.81846,space,0.2563249,None,358.819879,0.3996215,0.699156,359.5280157,359.529217,359.5499079,359.5499079,359.5499079,362.251025,500,1,[2.700914300046861],[2.7009195999708027],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,63,3,5,space,0.2938274,None,900,1,[2.3193280999548733],[2.319336500018835],5,3,63,5,362.2664987,,362.2511683,362.2664987,363.2511833,363.2511833,363.2674458,363.5515867,space,0.2938274,None,363.5525677,0.7150636,1.0166442,364.5815113,364.583836,364.5986913,364.5986913,364.5986913,366.918282,900,1,[2.3193280999548733],[2.319336500018835],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,64,4,5,space,0.391124,None,700,1,[2.5683138000313193],[2.56832249998115],5,4,64,11,366.9337336,,366.9184838,366.9337336,367.9171244,367.9171244,367.933841,368.3179652,space,0.391124,None,368.3188761,0.6995409,0.9997232,369.3289054,369.3302786,369.3494206,369.3494206,369.3494206,371.9180405,700,1,[2.5683138000313193],[2.56832249998115],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,65,5,5,space,0.6945843,None,400,1,[2.4360646000131965],[2.4360770999919623],5,5,65,7,371.9336374,,371.9182776,371.9336374,372.9332525,372.9332525,372.9332525,373.6347873,space,0.6945843,None,373.6358547,0.3999672,0.6995294,374.3516358,374.3525557,374.3661229,374.3661229,374.3661229,376.8025551,400,1,[2.4360646000131965],[2.4360770999919623],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,400,unexp,66,6,5,space,0.5523906,None,300,1,[2.3515815001446754],[2.351592600112781],5,6,66,1,376.8172458,,376.8028815,376.8172458,377.8174412,377.8174412,377.8174412,378.3846935,space,0.5523906,None,378.3857482,0.399092,0.7001976,379.0999939,379.1012765,379.1157049,379.1157049,379.1157049,381.4676152,300,1,[2.3515815001446754],[2.351592600112781],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,67,7,5,space,0.3367582,None,200,1,[2.5191357999574393],[2.519144600024447],5,7,67,3,381.4839889,,381.467874,381.4839889,382.4678857,382.4678857,382.4841417,382.8179072,space,0.3367582,None,382.8187932,0.0998542,0.3989985,383.2306502,383.2313304,383.248455,383.248455,383.248455,385.7679138,200,1,[2.5191357999574393],[2.519144600024447],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,68,8,5,space,0.4401799,None,100,1,[2.45236700004898],[2.4523776001296937],5,8,68,10,385.7833608,,385.7681306,385.7833608,386.7842803,386.7842803,386.7842803,387.2345263,space,0.4401799,None,387.2353973,0.3992374,0.700791,387.9514758,387.9524306,387.9657448,387.9657448,387.9657448,390.4184203,100,1,[2.45236700004898],[2.4523776001296937],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,400,unexp,69,9,5,space,0.5397177,None,100,1,[2.085742900148034],[2.0857558001298457],5,9,69,0,390.4339354,,390.4186849,390.4339354,391.4342037,391.4342037,391.4342037,391.98477,space,0.5397177,None,391.9857847,0.0994618,0.3990475,392.3998061,392.4014302,392.4156933,392.4156933,392.4156933,394.5017881,100,1,[2.085742900148034],[2.0857558001298457],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,400,unexp,70,10,5,space,0.4337504,None,700,1,[2.76857650000602],[2.7685873999726027],5,10,70,2,394.5173861,,394.5020719,394.5173861,395.5172628,395.5172628,395.5172628,395.9684258,space,0.4337504,None,395.9694712,0.6990059,0.9986589,396.9819446,396.9829486,396.9986949,396.9986949,396.9986949,399.7675985,700,1,[2.76857650000602],[2.7685873999726027],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,71,11,5,space,0.4311094,None,600,1,[2.1681813998147845],[2.168192399898544],5,11,71,8,399.7834716,,399.7678491,399.7834716,400.7674117,400.7674117,400.7832731,401.2004717,space,0.4311094,None,401.2011977,0.7008388,1.031073,402.2317116,402.2324003,402.2493097,402.2493097,402.2493097,404.4178704,600,1,[2.1681813998147845],[2.168192399898544],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,400,unexp,72,0,6,space,0.7061432,None,400,1,[2.5351286998484284],[2.5351389998104423],6,0,72,1,404.4344938,,404.4182563,404.4344938,405.4174654,405.4174654,405.4336188,406.1343031,space,0.7061432,None,406.1352172,0.3994854,0.6992369,406.8495071,406.8506333,406.8656348,406.8656348,406.8656348,409.4010805,400,1,[2.5351286998484284],[2.5351389998104423],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,73,1,6,space,0.4920091,None,300,1,[2.6352499998174608],[2.635259699774906],6,1,73,10,409.4171325,,409.4013778,409.4171325,410.4003902,410.4003902,410.4168836,410.9010224,space,0.4920091,None,410.901932,0.4000846,0.6997816,411.608602,411.6095477,411.632475,411.632475,411.632475,414.268072,300,1,[2.6352499998174608],[2.635259699774906],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,74,2,6,space,0.6759007,None,300,1,[6.035210000118241],[6.035221100086346],6,2,74,11,414.2834923,,414.2683482,414.2834923,415.2833618,415.2833618,415.2833618,415.9671012,space,0.6759007,None,415.9680019,0.7000089,0.9998296,416.9814535,416.9824223,416.9986825,416.9986825,416.9986825,423.0341972,300,1,[6.035210000118241],[6.035221100086346],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,400,unexp,75,3,6,space,0.5095632,None,200,1,[2.818769299890846],[2.818779199849814],6,3,75,0,423.0496692,,423.0344322,423.0496692,424.0332484,424.0332484,424.0500738,424.5503598,space,0.5095632,None,424.5512994,0.1002625,0.4002999,424.9606012,424.9617127,424.9819693,424.9819693,424.9819693,427.8010556,200,1,[2.818769299890846],[2.818779199849814],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,76,4,6,space,0.4567079,None,200,1,[2.419351400109008],[2.419361400185153],6,4,76,3,427.8167911,,427.8012921,427.8167911,428.8170407,428.8170407,428.8170407,429.2838475,space,0.4567079,None,429.2848019,0.0992413,0.4001318,429.7002759,429.7012263,429.7145431,429.7145431,429.7145431,432.1341791,200,1,[2.419351400109008],[2.419361400185153],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,77,5,6,space,0.4288462,None,200,1,[2.634881000034511],[2.6348961000330746],6,5,77,6,432.1493309,,432.134421,432.1493309,433.1329827,433.1329827,433.1502764,433.5674483,space,0.4288462,None,433.5684454,0.0992478,0.3999834,433.9789929,433.9804778,433.9989582,433.9989582,433.9989582,436.6343076,200,1,[2.634881000034511],[2.6348961000330746],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,400,unexp,78,6,6,space,0.6192718,None,700,1,[2.3019063000101596],[2.3019165999721736],6,6,78,2,436.649588,,436.6346911,436.649588,437.6497057,437.6497057,437.6497057,438.2840297,space,0.6192718,None,438.2849186,0.6990304,0.9988324,439.299446,439.3005206,439.3148815,439.3148815,439.3148815,441.617112,700,1,[2.3019063000101596],[2.3019165999721736],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,79,7,6,space,0.5584023,None,500,1,[2.5014939000830054],[2.5015020000282675],6,7,79,7,441.6326213,,441.6174049,441.6326213,442.6162549,442.6162549,442.6333009,443.1837182,space,0.5584023,None,443.1848067,0.3994397,0.6992911,443.8989713,443.8999859,443.9145419,443.9145419,443.9145419,446.4162815,500,1,[2.5014939000830054],[2.5015020000282675],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,80,8,6,space,0.3217563,None,900,1,[3.2191248999442905],[3.2191327000036836],6,8,80,5,446.432086,,446.416618,446.432086,447.41562,447.41562,447.4319575,447.7492957,space,0.3217563,None,447.7499052,0.7012748,1.0015039,448.7584011,448.7598795,448.7811006,448.7811006,448.7811006,452.0005021,900,1,[3.2191248999442905],[3.2191327000036836],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,81,9,6,space,0.501632,None,800,1,[2.585440000053495],[2.585450600134209],6,9,81,8,452.0161715,,452.0007313,452.0161715,453.016939,453.016939,453.016939,453.5346955,space,0.501632,None,453.5358406,0.7147914,1.014553,454.5604159,454.5617314,454.5816777,454.5816777,454.5816777,457.1674418,800,1,[2.585440000053495],[2.585450600134209],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,82,10,6,space,0.3546838,None,200,1,[3.334959900006652],[3.3349685000721365],6,10,82,4,457.1834917,,457.1677054,457.1834917,458.165667,458.165667,458.1993051,458.5335185,space,0.3546838,None,458.5348193,0.3995776,0.7001268,459.2505421,459.2516225,459.2641395,459.2641395,459.2641395,462.5993813,200,1,[3.334959900006652],[3.3349685000721365],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,83,11,6,space,0.7597576,None,300,1,[4.618038000073284],[4.618047600146383],6,11,83,9,462.6161319,,462.5995772,462.6161319,463.6153506,463.6153506,463.6153506,464.3836914,space,0.7597576,None,464.3847285,0.0991213,0.3990332,464.8015985,464.8025563,464.8144219,464.8144219,464.8144219,469.4327589,300,1,[4.618038000073284],[4.618047600146383],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,400,unexp,84,0,7,space,1.3373109,None,100,1,[2.4522687001153827],[2.4522816999815404],7,0,84,0,469.4484582,,469.432971,469.4484582,470.4506616,470.4506616,470.4506616,471.798949,space,1.3373109,None,471.7994437,0.1003266,0.4003095,472.2104143,472.2117606,472.2309712,472.2309712,472.2309712,474.683617,100,1,[2.4522687001153827],[2.4522816999815404],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,85,1,7,space,2.7783827,None,900,1,[2.3849667001049966],[2.3849746000487357],7,1,85,11,474.6998005,,474.6839012,474.6998005,475.6995181,475.6995181,475.6995181,478.4837197,space,2.7783827,None,478.4847486,0.6990238,0.9984068,479.5020585,479.5030875,479.5145325,479.5145325,479.5145325,481.8997604,900,1,[2.3849667001049966],[2.3849746000487357],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,86,2,7,space,1.8343244,None,100,1,[4.769473300082609],[4.769481900148094],7,2,86,6,481.9152801,,481.8999741,481.9152801,482.8991058,482.8991058,482.9157818,484.7499309,space,1.8343244,None,484.7507666,0.0997192,0.3990554,485.16827,485.1690268,485.1803314,485.1803314,485.1803314,489.9500536,100,1,[4.769473300082609],[4.769481900148094],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,400,unexp,87,3,7,space,0.7242864,None,600,1,[4.835300300037488],[4.8353142000269145],7,3,87,2,489.9659329,,489.9502604,489.9659329,490.9659976,490.9659976,490.9659976,491.6995629,space,0.7242864,None,491.7009716,0.7012569,1.0311801,492.7310221,492.7327275,492.7635298,492.7635298,492.7635298,497.599324,600,1,[4.835300300037488],[4.8353142000269145],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,88,4,7,space,2.7315158,None,300,1,[4.201469300081953],[4.201477600028738],7,4,88,3,497.615905,,497.5997056,497.615905,498.6006556,498.6006556,498.6151155,501.33396,space,2.7315158,None,501.3351648,0.1151001,0.4151714,501.7621699,501.7634471,501.7809579,501.7809579,501.7809579,505.9826959,300,1,[4.201469300081953],[4.201477600028738],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,89,5,7,space,0.508236,None,600,1,[2.618328500073403],[2.618337400024757],7,5,89,4,505.9985565,,505.9829302,505.9985565,506.9987172,506.9987172,506.9987172,507.5150082,space,0.508236,None,507.5155676,0.4009903,0.731479,508.2466112,508.2473442,508.2644251,508.2644251,508.2644251,510.8830538,600,1,[2.618328500073403],[2.618337400024757],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,90,6,7,space,0.4625197,None,200,1,[4.518467199988663],[4.5184764000587165],7,6,90,7,510.8986314,,510.8832715,510.8986314,511.9001989,511.9001989,511.9001989,512.3652841,space,0.4625197,None,512.3659809,0.3996551,0.7003338,513.0780722,513.0799646,513.0968629,513.0968629,513.0968629,517.6156614,200,1,[4.518467199988663],[4.5184764000587165],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,400,unexp,91,7,7,space,0.9908084,None,300,1,[5.551162200048566],[5.551170600112528],7,7,91,1,517.6318837,,517.6158978,517.6318837,518.6148429,518.6148429,518.6322193,519.6152385,space,0.9908084,None,519.6161481,0.3998059,0.7001597,520.3272473,520.3288224,520.3475207,520.3475207,520.3475207,525.8989716,300,1,[5.551162200048566],[5.551170600112528],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,92,8,7,space,2.4396111,None,500,1,[3.017372499918565],[3.0173803998623043],7,8,92,10,525.9148528,,525.8991822,525.9148528,526.8988049,526.8988049,526.916016,529.3489004,space,2.4396111,None,529.349927,0.4005934,0.6996124,530.0599157,530.0614895,530.0802944,530.0802944,530.0802944,533.0979397,500,1,[3.017372499918565],[3.0173803998623043],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,93,9,7,space,0.899979,None,700,1,[2.418424499919638],[2.4184337998740375],7,9,93,8,533.1139512,,533.0981529,533.1139512,534.0979416,534.0979416,534.1151781,534.9983397,space,0.899979,None,534.9990144,0.7005401,1.0008839,536.0186507,536.0197891,536.0468919,536.0468919,536.0468919,538.4656395,700,1,[2.418424499919638],[2.4184337998740375],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.1,1000,exp,94,10,7,space,0.8765367,None,200,1,[2.4680081999395043],[2.46801620000042],7,10,94,9,538.4819233,,538.4658754,538.4819233,539.4814523,539.4814523,539.4814523,540.3641738,space,0.8765367,None,540.3647111,0.0996722,0.4009359,540.7806422,540.7822616,540.7964898,540.7964898,540.7964898,543.2647761,200,1,[2.4680081999395043],[2.46801620000042],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,95,11,7,space,0.2594144,None,800,1,[2.4844895000569522],[2.4844971001148224],7,11,95,5,543.2805718,,543.2649724,543.2805718,544.2651784,544.2651784,544.2818931,544.5328634,space,0.2594144,None,544.5341505,0.7145134,1.0156217,545.5614956,545.5624979,545.5803224,545.5803224,545.5803224,548.0650979,800,1,[2.4844895000569522],[2.4844971001148224],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.7,1000,exp,96,0,8,space,0.44227,None,600,1,[4.634033000096679],[4.634050899883732],8,0,96,11,548.0818154,,548.0652918,548.0818154,549.0646272,549.0646272,549.0818121,549.5152969,space,0.44227,None,549.5163542,0.7005074,1.0315702,550.5470752,550.5482725,550.5642277,550.5642277,550.5642277,555.1987333,600,1,[4.634033000096679],[4.634050899883732],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
0.4,1000,exp,97,1,8,space,0.2449518,None,400,1,[2.2339586999733],[2.2339659999124706],8,1,97,4,555.2148425,,555.1990517,555.2148425,556.1979816,556.1979816,556.2146161,556.4484604,space,0.2449518,None,556.449402,0.3995025,0.6994737,557.1593388,557.1607775,557.18016,557.18016,557.18016,559.4144347,400,1,[2.2339586999733],[2.2339659999124706],1,1,2025-11-10_19h29.58.986,Intentional Binding,,2025.01.01,60.20719701,2025-11-10 19h30.07.139601 +0530
