27.2770 	EXP 	Device response: <KeyPress from None: t=27.160843499936163, value=r, duration=0.11415340006351471>
27.6760 	INFO 	Keyboard events cleared
27.6758 	EXP 	fixation: autoDraw = False
27.6758 	EXP 	text: autoDraw = True
28.0430 	EXP 	Device response: <KeyPress from None: t=28.042381099890918, value=b, duration=None>
28.0434 	EXP 	New trial (rep=6, index=1): <Trial 25 (1 in rep 6) data={'word': 'RED', 'font_colour': 'blue', 'con_lable': 'incongruent', 'corr_resp': 'b', 'thisN': 25, 'thisTrialN': 1, 'thisRepN': 6}>
28.0481 	DATA 	Keypress: b
28.0595 	EXP 	fixation: autoDraw = False
28.0595 	EXP 	text: autoDraw = False
28.0595 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
28.0595 	EXP 	text: height = np.float64(0.05)
28.0595 	EXP 	text: height = np.float64(0.05)
